문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
닭그네..하.....	0	0	0	0	0	0	0	0	1	0	0
마르크스주의도 개독을 모방한거랑껰ㅋㅋ이건 존나 근거있는주장이긴함ㅋㅋ	0	0	0	0	0	0	1	0	0	0	0
이거레알 촌놈 시발놈들 레알 노답	0	0	0	0	0	1	0	0	0	0	0
이에 이승이거 녹음해서 올리고싶다방법을 모른다...	0	0	0	0	0	0	0	0	0	1	0
노틀딱에서 틀딱 구간이 존나 짧다. 남자는 군머갔다오고 학생땐 공부하고 좀 틀딱소리안듣고 놀려면 25~29끝.	0	0	0	0	1	0	0	0	0	0	0
그런 조선족을 잡은 빅타이거 선생님 ㅠㅠㅠ	0	0	0	1	0	0	0	0	0	0	0
그이상 더 성장했다가? 앞으로 더 큰 일 낼 사람들이군.	0	0	0	0	0	0	0	0	1	0	0
하 갈수록 사이비들이 느는것이	0	0	0	0	0	0	0	0	1	0	0
153cm 83kg 메퇘지 : 어이, 한남충 송중기, 넌 지금부터 내 신랑감 후보에서 탈락이다	1	1	0	0	0	0	0	0	0	0	1
ㄹㅇ 재활용도 못하는구나.. 몰랐다 반성한다 이제부터 난 불쌍한 자지들이 고추크기와 상관없이 본인이 원하는대로 성전환을 많이 할수있도록 의사들에게 많은 도움을 청해야겠다 고추 작은 남자들이 차별받지 않고 성전환 수술을 할수있게 하자고 공론화 해야겠다..!	0	1	0	0	0	0	0	0	0	0	0
전 세계적으로 감소추세인 에이즈가 왜 유독 대한민국 청소년들에겐 급성장 추세일까요? 제대로 된 사실만 알려줘도 동성간 성행동에 노출되는 일을 막을수 있을겁니다. 인권이란 말로 방종 부추기지 말고, 제대로 교육좀 합시다.	0	0	1	0	0	0	0	0	0	0	0
아~급식충을 아시는구나~	0	0	0	0	1	0	0	0	0	0	0
번번히 애비얘기는 없노ㅋ 하여간 투명애비 김치남들	0	1	0	0	0	0	0	0	0	0	0
리볼트 더하우스오브더데드 안하는 호구새끼 없지	0	0	0	0	0	0	0	0	1	0	0
북한 탈북자들이 남한 사람들 북한에 관광 보낸거 나만 봤노?	0	0	0	0	0	0	0	0	0	1	0
목사가 바보스런 모습을 보여주면 되겠는가?	0	0	0	0	0	0	1	0	0	0	0
오키나와 시발	0	0	0	0	0	0	0	0	1	0	0
민주화는 개뿔~공산화 종북 좌익운동!	0	0	0	0	0	0	0	0	1	0	0
그리고 당연하지만 이성애만큼 사회 주입 세뇌가 강한 정체성도 없다 하루속히 남성에게만 옮는 전염병이 돌기를 바라노	0	1	0	0	0	0	0	0	0	0	0
뒤에 어떻게 될지는 너 내키는대로 너 하는대로구만	0	0	0	0	0	0	0	0	0	1	0
탈북자새끼들 다시 돌려보내서 아오지탄광갔으면 좋겠당 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	0	0	0	1	0	0	0	0	0	0	0
권력형 비리??? 이미 판결문 써놓고 기사쓰는 분위기네.	0	0	0	0	0	0	0	0	1	0	0
조주빈이 손석희 언급하고 언론 잠잠해진것도 존나 웃김 ㅋㅋㅋ 만약 조주빈이가 오세훈이나 강용석을 언급했어도 저렇게 잠잠해졌을까? ㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	1
저게 초등생 대상 강사가 할짓인가? 아이들한테 편협한 생각을 강요하네	0	0	0	0	0	0	0	0	1	0	0
자지를 커팅해서 재는 것도 정확한 방법이노 ^느^	0	1	0	0	0	0	0	0	0	0	0
신천지 잡아 족치고, 교회 잡아족치고, 다음은 절이겠네. 이렇게 종교행사하는 전국민 다 잡고나면, 그다음엔 뭐 어쩔건데. 우한코로나의 원인인 중국인을 입국제한 했어봐라. ㅉㅉㅉ 중국몽 꾸는 치매틀딱 한명때문에 이게 뭔일이래.	0	0	0	1	1	0	1	0	0	0	0
스타미만잡	0	0	0	0	0	0	0	0	0	1	0
성폭행하고 무죄요?	0	0	0	0	0	0	0	0	0	1	0
모르는 사람한테 “ 20만원 줄테니까 좋은데 가서 한잔합시다. 콜? “하면 처벌 받을거 같은데	0	0	0	0	0	0	0	0	0	1	0
선민사상에 취한 것도 정도가 있지.지옥간다는 둥 협박이나 해대는 잡신이나 개독들이나 ㅋㅋ우주가 얼마나 넓은데 지구에서 믿는 사막잡신이 우주를 만들어 대깨문 공산주의 새끼들이나 니들이나 대가리 깨진 건 동급이야.	0	0	0	0	0	0	1	0	0	0	0
ㅇㄱㄹㅇㅋㅋㅋㅋ페미랑 똥성애랑 뭔상관이노 동성애랑도 상관없노	0	0	1	0	0	0	0	0	0	0	0
신천똥로 되부럿노..	0	0	0	0	0	1	0	0	0	0	0
몇 년전에 스웨덴 아저씨 만났는데,북유럽에 이슬람 엄청 들어왔다고 하더라...어휴.. fXXking liberals,commies and feminazis!!they should be executed i  public.	0	0	0	0	0	0	1	0	0	0	0
솔직히 경상도 전라도 여자들만 있어도 됨남쪽 자지 새끼들 시끄럽고 성격만 드럽지 쓸데없음어부농부유망자들 혀깨물고 하루빨리 자살요망	0	1	0	0	0	1	0	0	0	0	0
나는 화장이건 일자눈썹이건 테니스스커트건 코르셋못버린련들한텐 아무감정없는데 코르셋이 코르셋이란걸 모르거나 부인하는 련들보면 답답하고 앵나 지친다 나도 옛날에 ^자기만족^무새짓했던거 생각나고 좆팔	1	0	0	0	0	0	0	0	0	0	0
아직도 양심없이 설치네 미친것...,,,니 인생이 불쌍하다	0	0	0	0	0	0	0	0	1	0	0
김해까지마라 이것드라.. 깨어있는 문화시민도 있다 이기야..	0	0	0	0	0	0	0	0	0	1	0
다음정권은 무조건 가져 와야 한다저번 정권 광우뻥파동 으로 아무것도 못하고 그나마 레가께서 비정상의정상화를 부르짖으시며 자리가 잡혀가는데 다음정권 뺏길경우 도로아미타블 생각하기도 싫다	0	0	0	0	0	0	0	0	1	0	0
우파에 권력이 없기 때문이다	0	0	0	0	0	0	0	0	0	1	0
좆에 뇌가 지배당하는 종족이노ㅋㅋㅋ 인간은 여자뿐이다이기야	0	1	0	0	0	0	0	0	0	0	0
나 어제 넷플릭스에 페미니스트 쿠바계 고등학생 나오는 드라마 봤는데 ㅋㅋ 엄마가 친해지려고 레이디 가가 이야기하니까 옛날 사람 모른다고 함 ㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
천성이 게으르고 추잡스런 똥남아 out	0	0	0	1	0	0	0	0	0	0	0
경찰에게 물리적 위해를 가한다 > 무전을 친다 > 출동 병력이 여경밖에 없다 >여경 10명이 현장에 나와 무전을 친다	1	0	0	0	0	0	0	0	0	0	0
냄져없는건 축복인데 뭐라노ㅋㅋㅋ	0	1	0	0	0	0	0	0	0	0	0
좆나 1000만 대작 나올듯ㅋ기	0	0	0	0	0	0	0	0	1	0	0
불하면 대구, 대구하면 불	0	0	0	0	0	1	0	0	0	0	0
국내 도입이 시급하다	0	0	0	0	0	0	0	0	0	1	0
네 개 다녀왔노.	0	0	0	0	0	0	0	0	0	1	0
[전라도 IP만 볼 수 있는 댓글입니다.]	0	0	0	0	0	1	0	0	0	0	0
교묘한 성추행 오지고요	0	0	0	0	0	0	0	0	1	0	0
냄져가 페미니스트이면 현실이 너무 고통스러워서 못견디다 뒤져야함	0	1	0	0	0	0	0	0	0	0	0
ㅋㅋㅋㅋㅋ 직접 사용해보고 골라서 가져 가네.	0	0	0	0	0	0	0	0	0	1	0
얘 아직 정치하나 ㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
다른 나라들도 심한걸로 알고있음	0	0	0	0	0	0	0	0	0	1	0
와 참예술가련이노 감탄나온다 이기 ㅇㅊ박고가노	0	0	0	0	0	0	0	0	0	1	0
별 시답지않은것들 홍어들	0	0	0	0	0	1	0	0	0	0	0
병1신인가?제주도를 왜가지?ㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
갓조국 미투운동 응원합니다 충성충성^^7 한녀는 제외	1	0	0	0	0	0	0	0	0	0	1
마더 로씨야의 물리치료는 세카이이치방!!!	0	0	1	0	0	0	0	0	0	0	0
김치좆 손가락으로 표현하면 검지 엄지 엇갈림. 마이너스임	0	1	0	0	0	0	0	0	0	0	0
씨발 짱깨새끼들 존나 싫네 개시발	0	0	0	1	0	0	0	0	0	0	0
미친 동성애옹호하는새끼들 모아다가 죄다 학살시켜야된다더럽고 추잡노 사회물다흐리고있네	0	0	1	0	0	0	0	0	0	0	0
존나 못싸우네 ㅋㅋㅋㅋㅋㅋㅋ 저정도면 186/79의 날렵한 체형의 내가 두드려 패겠다 ㅋㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
재미동포나 재일동포는 자신을 한국인이라고 생각하지만 재중동포는 자신을 중국인이라고 생각하는구나	0	0	0	1	0	0	0	0	0	0	0
150 cm 150kg 메갈로돈이랑 사귀기 vs 저 트젠이랑 사귀기	1	0	1	0	0	0	0	0	0	0	0
너그도 뭉가처럼 쇼 마니 하네..불쌍한 집단!!	0	0	0	0	0	0	0	0	1	0	0
그럼 OTLㅓㅓ 이렇게되는거노ㅠㄷ	0	0	0	0	0	0	0	0	0	1	0
바다 한 가운데서 홍어를 본 후로~	0	0	0	0	0	1	0	0	0	0	0
비계때문에 흑린이 좃도 반정도 들어가니 만족하지못함 저거들 보지주변 비계등어리 해결못암 야구 베트로 할상 슈셔야함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1	1	0	0	1	0	0	0	0	0	0
저 사진중에 내가 아는애있다 페북에 맨날 허구한날 페미글올림 급식충땐 평범했는데 성인되고 갑자기 왜그렇게 된건지 모르겠다	1	0	0	0	0	0	0	0	0	0	0
으 여기서 발작하는 남자들 나이대봐...할아버지들	0	0	0	0	1	0	0	0	0	0	0
솔직히 여자가 봐도 좋아보이는게 사실아닌가..	0	0	0	0	0	0	0	0	0	1	0
대통령병 걸린 제2의 개대중	0	0	0	0	0	0	0	0	1	0	0
시발 존나 지금 알았노 ㅋㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
죽고싶냐?	0	0	0	0	0	0	0	0	1	0	0
파랑 포장지가 봊나 맛있다 해바라기는 비추. 제일 손이 안가노. 빵만 먹지말고 다른 고기랑 야채 얹어서 먹어라이기 봊나 맛있다	0	0	0	0	0	0	0	0	0	1	0
비추는 중국인이냐?	0	0	0	1	0	0	0	0	0	0	0
카톨릭도 이단이다 차별하는 미국개신교 종자들이 무슬림을 용서할리 없지.	0	0	0	0	0	0	1	0	0	0	0
에델바이스 코젤다크 기네스 미만잡♡	0	0	0	0	0	0	0	0	0	1	0
젠더특보라면서 성범죄 가해자 새끼랑 대책회의를 함 ㅋㅋㅋㅋㅋ 차라리 관노 상납하는 포주특보라고 하지 그러냐? ㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
ㅋㅋㅋㅋ 한국은 대놓고 성차별하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ천조국 게이로써 존나 신기하다	0	0	0	1	0	0	0	0	0	0	1
혼인제도가 사라져야한다. 남자는 씨를 뿌릴 권리 여자는 아이 갖을 권리. 육아는 국가에서. 끝. 아마 인구 음청 불어날걸??	0	0	0	0	0	0	0	0	1	0	0
무슬림은 10대여자만 망명 받자	1	0	0	1	0	0	1	0	0	0	0
토착왜구들 폐간하고 해체해라 ㅉㅉㅉ	0	0	0	1	0	0	0	0	0	0	0
맘충들이 마녀사냥을 많이 하는건 그만큼 존나 미개해서 그런거임 중세시대에서나 하던 의식수준이 낮아서 벌어지던 행위를 반복하는거 보면 스스로 미개함을 입증하는건데	1	0	0	0	0	0	0	0	0	0	0
너가 뭘 물어봐도 개독새끼들은 무적논리로 대답가능하다신은 '전지전능'하니까	0	0	0	0	0	0	1	0	0	0	0
코로나로 지들 지역구 대구경북이 전쟁수준 난린데도 지들 권력 잡는데만 혈안인 토착왜구들. 토착왜구 박멸이 시급하다.	0	0	0	1	0	0	0	0	0	0	0
아따 경상도가 아무리 날고기어봤짜 전라도한테 안되지라~	0	0	0	0	0	1	0	0	0	0	0
캬 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ착한 다문화래 시팔ㅋㅋㅋㅋㅋㅋㅋ	0	0	0	1	0	0	0	0	0	0	0
ㅋㅋㅋㅋ여성의 신체를 성적으로만 봐서 그렇댘ㅋㅋㅋㅋ아낰ㅋㅋㅋㅋ성적으로 보는게 아니라 지나가다 우연히 보여도 니들이 시선강간 드립치니깐 그런거아니냐	1	0	0	0	0	0	0	0	0	0	0
지금 꼰대중 좌빨이 많은 이유가 오씨팔세대가 교련 반공교육을 지겹도록 들은데 대한 반감임. 그게 애들은 힙스터기질이 있어서 그런건데 반대로 저렇게 전교조 사상 강요하면 학생들은 그 반대로 간다	0	0	0	0	1	0	0	0	0	0	0
씨발 전라도 필터좀 그만걸면 안돼냐? 충남인데 요줌 머좀 볼라그러면 죄다 안보인다 전라도랑 가까워서그런가	0	0	0	0	0	1	0	0	0	0	0
모국방문 지원을 왜 해줘야하냐 ㅋㅋㅋㅋㅋ말같지도 않는.소리하네	0	0	0	0	0	0	0	0	1	0	0
역시 개쌍도...또라이들 존나많어..진짜 쌍도 살면 일베충 처럼 극단적인 또라이들 많이 만난다..	0	0	0	0	0	1	0	0	0	0	0
크으 맞노 알량한 지배심 뭉개놔야하노	0	0	0	0	0	0	0	0	1	0	0
미국은 사기치다 걸리면 인생이 쫑나버림한국처럼 전라도사기꾼들 위한 솜방망이 아님요	0	0	0	0	0	1	0	0	0	0	0
남자옹호하는새끼들 = 지잡or좇문대나와서 자신도 저럴상황생길까봐 감정이입+파블로프의 개처럼 보지얘기만나오면 까고봄	0	0	0	0	0	0	0	1	0	0	0
소추 실명제노?	0	1	0	0	0	0	0	0	0	0	0
죠센 유교 탈레반 새끼들이 중국 명칭 베껴다 호남이라 부르면서 호남 된거임. 똥꼬맛이 얼마나 좋았으면 지명까지 베끼냐 븅신같은 새끼들 ㅋㅋㅋ	0	0	0	1	0	0	0	0	0	0	0
중.고교 여학생들도 교복 바지 입도록 합시다..	0	0	0	0	0	0	0	0	0	1	0
첫추행에 반박하고 부서이동하지않았는지 4년이라는. 그긴. 시간을. 왜 참고 곁에 있는었는지 ㅡ그거부터 알고싶다ㅡ	0	0	0	0	0	0	0	0	1	0	0
젊은여자알바생들이 맘충들 더 극혐함 군대갔다온 남자알바생들은 그냥 저렇게 안따지고 보통 씨발씨발거리면서 그냥 치우더라	1	0	0	0	0	0	0	0	0	0	0
육개장 = 500원 = 재기행 열차표 가격	0	0	0	0	0	0	0	0	1	0	0
저 무슬림들과 게살버거 포장지 보고 욱일기 문양이라고 게거품 물던 한국인들과 뭐가 다른지 설명 좀 ㅋㅋㅋ	0	0	0	1	0	0	0	0	0	0	0
진짜 역겹다. 남자를 남자답게 살 기회조자 안주는 남혐치년의 개한민국	1	0	0	0	0	0	0	0	0	0	0
돈고가 보지 질투나서 개후장 부르르 떨고 자빠졌노 ㅋㅋ	0	1	0	0	0	0	0	0	0	0	0
유쾌한거보소 ㅋㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
한국 토종 돼지년들 수준ㅋㅋㅋㅋㅋㅋㅋ	1	0	0	0	0	0	0	0	0	0	0
저새끼 생리하는거냐 아니면 갑자기 또 외골수 기질 발동하는거냐ㅋㄲㅋㅋㅋ 갑자기 왜 지 제자뻘인 20대남자애들한테 발작하냐ㅋㅋ	1	0	0	0	0	0	0	0	0	0	0
보적보 되버렷노	1	0	0	0	0	0	0	0	0	0	0
근데 무슬림 인식이 원래 안좋잖아 한국에선 그냥 무슬림보면 신기하다에서 끝인데 미국에선 무슬림이 가방던지면 폭탄인줄알고 존나 뛰더만	0	0	0	0	0	0	1	0	0	0	0
문벌레충들아 잘한거 1이라도 말해봐 코리아가 아니고 코리안이 잘한거지 문폐렴은 세계 정서에 반하는 동북공정에 앞장서 신남방정책이라 부르며 짱개몽에 혼밥처먹고 짱개에 충성하는 동남아 총아를 이루며 자국민을 짱개 예속국민으로 만들 뿐이다 더러운사상을 가진 정신병자다	0	0	0	1	0	0	0	1	0	0	0
더운게 유일한 자랑인 새끼들인데... ㅠㅠ	0	0	0	0	0	0	0	0	1	0	0
자얼글로 알바 가능한거노? 양심다 뒤졋노ㅔ	0	0	0	0	0	0	0	0	1	0	0
전에 멍청도에 줬다가 욕 먹은 그 마스크 아니냐 ㅋㅋㅋ	0	0	0	0	0	1	0	0	0	0	0
두번째남 모자 잘못 본거 아니노 6혐찰9	0	0	0	0	0	0	0	0	0	1	0
난 눈오는 날이 그리좋더라ㅋㅋ	0	0	0	0	0	0	0	0	0	1	0
네다홍 ^^	0	0	0	0	0	1	0	0	0	0	0
개종안할꺼면 뒤져라 정신이네 딱 이슬람 정신이구만 이슬람이 좋아해야지	0	0	0	0	0	0	1	0	0	0	0
야 저런짤 어서 구하는거냐?	0	0	0	0	0	0	0	0	0	1	0
이제 김치년들은 진짜로 가망이 없는듯 무조건 피하는게 답이다	1	0	0	0	0	0	0	0	0	0	0
섹1스를 못해봣는데 콘돔을 알 턱이있나	0	0	0	0	0	0	0	0	0	1	0
이거는 애국홍어임ㅇㅇ	0	0	0	0	0	1	0	0	0	0	0
덕담배틀에 마음이 흡족하노	0	0	0	0	0	0	0	0	0	1	0
지금 운전중 휴대폰 조작했다고 인증한거야?	0	0	0	0	0	0	0	0	0	1	0
그냥 이참에 종교전쟁 해버려!! 모든종교 개박살!!	0	0	0	0	0	0	1	0	0	0	0
2배 간만에 준다. 국회로가라 게이야	0	0	0	0	0	0	0	0	0	1	0
한남 답게 노무나 병신같고 미개해서 웃챙돼뿌렀노	0	1	0	0	0	0	0	0	0	0	0
전라도 분탕 개 쌕끼다 정말..	0	0	0	0	0	1	0	0	0	0	0
내가 저런사람으로 안태어나서 진심 정말 다행이다 나같음 ㅈ ㅏㅅㅏㄹ 할텐데 사람을 사람으로 보긴할까? 저분들은 분류해서 볼듯한데 거기서도 급을 나누겠지? 저런생각을 항상 달고사는거 아니여 정신병걸려서 못살듯	0	0	0	0	0	0	0	0	1	0	0
여군 몇명의 의견 가지고 마치 전체가 그런분위기인양 쓰느것이야말로 편파아닌가요? 여군전체에 제대로된 설문을 하고 나서 이렇다라고 쓰는게 옳은기사 아닌가요?	0	0	0	0	0	0	0	0	0	1	0
일본이 괜히 대단한게 아님	0	0	0	0	0	0	0	0	0	1	0
Menstrual Blood Spitter 합시다	0	0	0	0	0	0	0	0	0	1	0
정말 국개의원들은 동성애자 인권좀 생각했으면 좋겠네요. 항문성교 중독이 인권이 아니라 사람답게 살게 하는게 인권인데...	0	0	1	0	0	0	0	0	0	0	0
편집한게 무슨 씨발 80년대 영화포스터같네	0	0	0	0	0	0	0	0	1	0	0
글래머 헠헠	1	0	0	0	0	0	0	0	0	0	0
경계선상의 호라이즌	0	0	0	0	0	0	0	0	0	1	0
레알 극혐, 자지도 빨고싶고 보지도 바꼬싶어하겠지	0	0	1	0	0	0	0	0	0	0	0
대한민국 최고다	0	0	0	0	0	0	0	0	0	1	0
진짜 시발 나만 안대주는 이유가 대체 뭐노 이기	0	0	0	0	0	0	0	0	1	0	0
클리앙에서 토착왜구 사이트로 명명하겠노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	0	0	1	0	0	0	0	0	0	0
ㄴㄴ 적화되면 전라도에 가장많은 학살이일어날걸한번배신한자는 또다시 배신한단걸 알기때문이지김정일이 적화통일하면 전라도1천만 죽여야한다고 말했는데	0	0	0	0	0	1	0	0	0	0	0
6.25때 뒤진 전라도 지역유지도 어차피 친일매국노였음	0	0	0	0	0	1	0	0	0	0	0
저런 식으로 병적으로 공짜 밝히는 맘충들 심리가 도대체 뭐냐?나 애 낳느라 힘들었으니까 보상 좀 해줘요 이거냐?너덧살 처먹은 애도 아니고 정말 ......	1	0	0	0	0	0	0	0	0	0	0
추미애를 차기대통령으로 보내자 !!!	0	0	0	0	0	0	0	0	0	1	0
에미넴이 닥트드레좆물받이??갓미넴이 스눕독이랑 닥터드레 밟고 올라간지가언젠데	0	0	0	0	0	0	0	0	0	1	0
우리나라 트랜스젠더들은 그냥 정부나 여기여론이나 이태원에서 몸팔면서 살라고 장려하는듯합니다. 대학교,군대,공무원,사기업 어느곳하나 직장잡기힘들고 여론 역시 지 가족이 될수도 있는사람한테 벌레같은소리나 하고있네요	0	0	1	0	0	0	0	0	0	0	0
얼굴에 한라봉도 키우네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ역시 열대과일국 출신다운 외모 ^오^	0	0	0	1	0	0	0	0	0	0	0
대체로 무슬람들의 민속놀이인 돌림빵도 페미들은 넘 뚱뚱한 자체이뮨이 있어서 안당할 자신이 있어서 저러는듯ㅋㅋ 자기들이 자극해서 무슬림 강간사건나도 지들하고는 무관함ㅋㅋ 오히려 이쁜애들이 당했으면 하는 마음도 조금은 반영되서 저러는듯 욕구불만이라는게 저렇게 심각한거다	1	0	0	0	0	0	1	0	0	0	0
씨바 뭐하고 있냐!!!	0	0	0	0	0	0	0	0	1	0	0
노조가 설치는 나라가잘될수가 없다	0	0	0	0	0	0	0	1	0	0	0
급식 한정으로 총기 소유 허가해줘야됨. 그러면 학교폭력 싹 없어지고 간간히 총기난사로 급식충들좀 뒤지고 일석 이조임	0	0	0	0	1	0	0	0	0	0	0
차라리울나라는 개독이독점하는게속편할지도 살생은 안하니	0	0	0	0	0	0	1	0	0	0	0
이제 문화가 바뀔때가 되었나보다. 대형,초대형으로 많은 군중을 동원하는 것을 자랑하던 종교,예식,장례,응원 등의 세를 과시하는 문화가 서서히 규모가 줄어가야 할듯 하다. 특히 예식이나 장례등은 평소 교류가 있던 가까운 친지등이 참석함이 옳을것으로 봄	0	0	0	0	0	0	0	0	0	1	0
사람이 개하고 무슨 협치를 한다는 건가요	0	0	0	0	0	0	0	0	0	1	0
힘든일이실텐데 옳은 얘기 참된일인데  탈동성애 위해 국가의 미래위해 힘쓰시는것 응원합니다	0	0	1	0	0	0	0	0	0	0	0
자지 달린 이쁜 트젠이랑 사귀고 싶다	0	0	1	0	0	0	0	0	0	0	0
쟤네 인과관계라는말 모르는거 아니냐?	0	0	0	0	0	0	0	0	1	0	0
팩폭오졌다 ㅋㅋㅋ	0	0	0	0	0	0	0	0	1	0	0
저건 이재용부회장 집행유예가 부당하다는 글이 아니고내 남편 삼성다닌다고 자랑하는 글이지덤으로 그래도 나는 깨어있다 이것도 자랑하고	0	0	0	0	0	0	0	0	1	0	0
강 나처럼 복돌하면 되자나 ㅡㅡ	0	0	0	0	0	0	0	0	0	1	0
꼴에 존심들은ㅋㅋ 좆거지새기들ㅋㅋ	0	0	0	0	0	0	0	1	0	0	0
돈고들 사이에서 6일스9 스타일 유행하는거 꼭 봐야겠노. 일틱훈냄 찾아요. 6티나는 탑9 6티나는 바텀9 안받아요. 이꼴 꼭 봐야겠노. 그리고 모든 냄저는 사실 잠죄적 돈고충이란 사실을 다 퍼트리면 더 좋겠노	0	1	1	0	0	0	0	0	0	0	0
